Fecha de Contrato,Nº Expediente,Destino,Título:,Fecha de inicio,Fecha fin actual,Importe bruto licitación:,Importe bruto adjudicación:,Forma adjudicación:,Número de licitadores:,NIF,Razón social:,Fecha aprobación,duration_days,Importe bruto adjudicación per day,% bruto respect licitacion
2015-10-01,DTC-83/2015-1,APTO.MELILLA,MLN.-ERVICIOS DE TELECOMUNICACIONES 2016-2019. LOTE 1.2 MANTENIMIENTO Y SUPERVISIÓN DE CENTRALITAS,2015-10-01,2022-10-28,7255.24,6550.64,PROCEDIMIENTO DE LICITACIÓN CON NEGOCIACIÓN,2.0,A082018474,TELEFONICA DE ESPAÑA SAU,0.0,2584.0,2.535077399380805,0.9028839845408285
2015-10-01,DTC-83/2015-1,APTO.LEÓN,LEN.-SERVICIOS DE TELECOMUNICACIONES 2016-2019. LOTE 1.2 MANTENIMIENTO Y SUPERVISIÓN DE CENTRALITAS,2015-10-01,2022-10-28,7916.28,7189.74,PROCEDIMIENTO DE LICITACIÓN CON NEGOCIACIÓN,2.0,A082018474,TELEFONICA DE ESPAÑA SAU,0.0,2584.0,2.782407120743034,0.9082220436871864
2015-10-01,DTC-83/2015-1,APTO.VALLADOLID,VLL.-SERVICIOS DE TELECOMUNICACIONES 2016-2019. LOTE 1.2 MANTENIMIENTO Y SUPERVISIÓN DE CENTRALITAS,2015-10-01,2022-10-28,7801.28,6928.71,PROCEDIMIENTO DE LICITACIÓN CON NEGOCIACIÓN,2.0,A082018474,TELEFONICA DE ESPAÑA SAU,0.0,2584.0,2.681389318885449,0.8881504060872062
2015-10-01,DTC-83/2015-1,APTO.SALAMANCA,SLM.-SERVICIOS DE TELECOMUNICACIONES 2016-2019. LOTE 1.1 TELEFONÍA FIJA,2015-10-01,2022-10-28,5542.02,6891.8,PROCEDIMIENTO DE LICITACIÓN CON NEGOCIACIÓN,2.0,A082018474,TELEFONICA DE ESPAÑA SAU,0.0,2584.0,2.667105263157895,1.243553794464834
2015-10-01,DTC-83/2015-1,HLPTO.CEUTA,JCU.-SERVICIOS DE TELECOMUNICACIONES 2016-2019. LOTE 1.1 TELEFONÍA FIJA,2015-10-01,2022-10-28,5038.2,6206.84,PROCEDIMIENTO DE LICITACIÓN CON NEGOCIACIÓN,2.0,A082018474,TELEFONICA DE ESPAÑA SAU,0.0,2584.0,2.4020278637770898,1.2319558572506055
2015-10-01,DTC-83/2015-1,APTO.CÓRDOBA,ODB.-SERVICIOS DE TELECOMUNICACIONES 2016-2019. LOTE 1.2 MANTENIMIENTO Y SUPERVISIÓN DE CENTRALITAS,2015-10-01,2022-10-28,7065.26,6581.5,PROCEDIMIENTO DE LICITACIÓN CON NEGOCIACIÓN,2.0,A082018474,TELEFONICA DE ESPAÑA SAU,0.0,2584.0,2.547020123839009,0.9315297667743295
2015-10-01,DTC-83/2015-1,APTO.LA GOMERA,GMZ.-SERVICIOS DE TELECOMUNICACIONES 2016-2019. LOTE 1.2 MANTENIMIENTO Y SUPERVISIÓN DE CENTRALITAS,2015-10-01,2022-10-28,6400.84,5805.88,PROCEDIMIENTO DE LICITACIÓN CON NEGOCIACIÓN,2.0,A082018474,TELEFONICA DE ESPAÑA SAU,0.0,2584.0,2.246857585139319,0.9070496997269109
2015-10-01,DTC-83/2015-1,APTO.EL HIERRO,VDE.-SERVICIOS DE TELECOMUNICACIONES 2016-2019. LOTE 1.2 MANTENIMIENTO Y SUPERVISIÓN DE CENTRALITAS,2015-10-01,2022-10-28,6031.96,5571.51,PROCEDIMIENTO DE LICITACIÓN CON NEGOCIACIÓN,2.0,A082018474,TELEFONICA DE ESPAÑA SAU,0.0,2584.0,2.156157120743034,0.9236649447277502
2015-10-01,DTC-83/2015-1,APTO.ALBACETE,ABC.-SERVICIOS DE TELECOMUNICACIONES 2016-2019. LOTE 1.1 TELEFONÍA FIJA,2015-10-01,2022-10-28,5542.02,6289.17,PROCEDIMIENTO DE LICITACIÓN CON NEGOCIACIÓN,2.0,A082018474,TELEFONICA DE ESPAÑA SAU,0.0,2584.0,2.433889318885449,1.134815464397458
2015-10-01,DTC-83/2015-1,APTO.EL HIERRO,VDE.-SERVICIOS DE TELECOMUNICACIONES 2016-2019. LOTE 1.1 TELEFONÍA FIJA,2015-10-01,2022-10-28,5542.02,6277.01,PROCEDIMIENTO DE LICITACIÓN CON NEGOCIACIÓN,2.0,A082018474,TELEFONICA DE ESPAÑA SAU,0.0,2584.0,2.429183436532508,1.1326213185805898
2015-10-01,DTC-83/2015-1,APTO.HUESCA-PIRINEOS,HSK.-SERVICIOS DE TELECOMUNICACIONES 2016-2019. LOTE 1.2 MANTENIMIENTO Y SUPERVISIÓN DE CENTRALITAS,2015-10-01,2022-10-28,7088.92,6137.98,PROCEDIMIENTO DE LICITACIÓN CON NEGOCIACIÓN,2.0,A082018474,TELEFONICA DE ESPAÑA SAU,0.0,2584.0,2.375379256965944,0.8658554476563425
2015-10-01,DTC-83/2015-1,APTO.BURGOS,RGS.-SERVICIOS DE TELECOMUNICACIONES 2016-2019. LOTE 1.1 TELEFONÍA FIJA,2015-10-01,2022-10-28,5542.02,6022.02,PROCEDIMIENTO DE LICITACIÓN CON NEGOCIACIÓN,2.0,A082018474,TELEFONICA DE ESPAÑA SAU,0.0,2584.0,2.3305030959752324,1.0866110190869034
2015-10-01,DTC-83/2015-1,HLPTO.ALGECIRAS,AEI.-SERVICIOS DE TELECOMUNICACIONES 2016-2019. LOTE 1.2 MANTENIMIENTO Y SUPERVISIÓN DE CENTRALITAS,2015-10-01,2022-10-28,6553.13,5885.9,PROCEDIMIENTO DE LICITACIÓN CON NEGOCIACIÓN,2.0,A082018474,TELEFONICA DE ESPAÑA SAU,0.0,2584.0,2.2778250773993807,0.8981814796898581
2015-10-01,DTC-83/2015-1,APTO.SALAMANCA,SLM.-SERVICIOS DE TELECOMUNICACIONES 2016-2019. LOTE 1.2 MANTENIMIENTO Y SUPERVISIÓN DE CENTRALITAS,2015-10-01,2022-10-28,6383.96,5815.99,PROCEDIMIENTO DE LICITACIÓN CON NEGOCIACIÓN,2.0,A082018474,TELEFONICA DE ESPAÑA SAU,0.0,2584.0,2.250770123839009,0.9110317107250046
2015-10-01,DTC-83/2015-1,APTO.HUESCA-PIRINEOS,HSK.-SERVICIOS DE TELECOMUNICACIONES 2016-2019. LOTE 1.1 TELEFONÍA FIJA,2015-10-01,2022-10-28,5542.02,5603.24,PROCEDIMIENTO DE LICITACIÓN CON NEGOCIACIÓN,2.0,A082018474,TELEFONICA DE ESPAÑA SAU,0.0,2584.0,2.16843653250774,1.011046513726042
2015-10-01,DTC-83/2015-1,HLPTO.ALGECIRAS,AEI.-SERVICIOS DE TELECOMUNICACIONES 2016-2019. LOTE 1.1 TELEFONÍA FIJA,2015-10-01,2022-10-28,5542.02,5601.43,PROCEDIMIENTO DE LICITACIÓN CON NEGOCIACIÓN,2.0,A082018474,TELEFONICA DE ESPAÑA SAU,0.0,2584.0,2.1677360681114552,1.0107199180082351
2015-10-01,DTC-83/2015-1,APTO.BURGOS,RGS.-SERVICIOS DE TELECOMUNICACIONES 2016-2019. LOTE 1.2 MANTENIMIENTO Y SUPERVISIÓN DE CENTRALITAS,2015-10-01,2022-10-28,5583.7,4748.22,PROCEDIMIENTO DE LICITACIÓN CON NEGOCIACIÓN,2.0,A082018474,TELEFONICA DE ESPAÑA SAU,0.0,2584.0,1.837546439628483,0.8503716173863209
2015-10-01,DTC-83/2015-1,APTO.ALBACETE,ABC.-SERVICIOS DE TELECOMUNICACIONES 2016-2019. LOTE 1.2 MANTENIMIENTO Y SUPERVISIÓN DE CENTRALITAS,2015-10-01,2022-10-28,5661.81,4716.69,PROCEDIMIENTO DE LICITACIÓN CON NEGOCIACIÓN,2.0,A082018474,TELEFONICA DE ESPAÑA SAU,0.0,2584.0,1.8253444272445818,0.8330710497173164
2015-10-01,DTC-83/2015-1,HLPTO.CEUTA,JCU.-SERVICIOS DE TELECOMUNICACIONES 2016-2019. LOTE 1.2 MANTENIMIENTO Y SUPERVISIÓN DE CENTRALITAS,2015-10-01,2022-10-28,4703.3,3876.47,PROCEDIMIENTO DE LICITACIÓN CON NEGOCIACIÓN,2.0,A082018474,TELEFONICA DE ESPAÑA SAU,0.0,2584.0,1.5001818885448917,0.8242021559330682
2015-10-01,DTC-83/2015-1,APTO.SON BONET,SBO.-SERVICIOS DE TELECOMUNICACIONES 2016-2019. LOTE 1.1 TELEFONÍA FIJA,2015-10-01,2020-05-01,2943.01,3741.32,PROCEDIMIENTO DE LICITACIÓN CON NEGOCIACIÓN,2.0,A082018474,TELEFONICA DE ESPAÑA SAU,0.0,1674.0,2.234958183990442,1.2712562988233136
2015-09-28,DCG-195/2015,DIRECCIÓN DE CONTRATACIÓN,"SERVICIO DE SEGURIDAD DE LOS EDIFICIOS CENTRALES DE AENA, S.A.",2015-10-01,2019-03-30,583393.71,583393.03,PROCEDIMIENTO ABIERTO VARIOS CRITERIOS,1.0,B087222014,PROSEGUR SOL INT ESPA SL,0.0,1276.0,457.20456896551724,0.9999988344063566
2015-09-25,PMI-331/2015,APTO.PALMA DE MALLORCA,SERVICIO DEL SISTEMA DE GESTIÓN DE SEGURIDAD OPERACIONAL,2015-11-16,2019-05-16,145200.0,140844.0,PROCEDIMIENTO DE LICITACIÓN CON NEGOCIACIÓN,2.0,B083997072,GESNAER CONSULTING SLNE,0.0,1277.0,110.29287392325763,0.97
2015-09-24,MAD-191/2015,APTO.A.SUAREZ MAD-BARAJAS,SERVICIO DE ASESORAMIENTO TÉCNICO PARA LA IMPLANTACIÓN Y MANTENIMIENTO DEL PLAN DE AUTOPROTECCIÓN DEL AEROPUERTO ADOLFO SUÁREZ MADRID-BARAJAS,2015-10-01,2018-12-31,121000.0,105814.5,PROCEDIMIENTO DE LICITACIÓN CON NEGOCIACIÓN,6.0,B087301065,FASE AUTOPROTECCION SL,0.0,1187.0,89.14448188711036,0.8745
2015-09-24,VGO-173/2015,APTO.VIGO,ASISTENCIA TÉNICA PARA ELMANTENIMIENTO DE LA CLIMATIZACIÓNDEL AEROPUERTO DE VIGO,2015-10-01,2019-03-30,43560.0,39141.5,PROCEDIMIENTO DE LICITACIÓN CON NEGOCIACIÓN,4.0,A028815322,TECNOCONTROL SERVICIOS SA,0.0,1276.0,30.67515673981191,0.8985651974288338
2015-09-23,MAD-204/2015-1,APTO.A.SUAREZ MAD-BARAJAS,ACTUALIZACION DE LA INFORMACIÓN DE LAS SUPERFICIES DEL APTO EN PLANOS DIACAE Y APLICACIÓN SIGRA.,2015-10-01,2017-10-01,95832.0,95832.0,PROCEDIMIENTO DE LICITACIÓN CON NEGOCIACIÓN,2.0,A084842079,AIRIA INGEN Y SERV SA,0.0,731.0,131.0971272229822,1.0
2015-09-23,MAD-204/2015-2,APTO.A.SUAREZ MAD-BARAJAS,VERIFICACION DE VALORACIONES CATASTRALES Y LIQUIDACIONES.,2015-10-01,2017-10-01,78795.2,78795.2,PROCEDIMIENTO DE LICITACIÓN CON NEGOCIACIÓN,2.0,A084842079,AIRIA INGEN Y SERV SA,0.0,731.0,107.79097127222983,1.0
2015-09-23,XRY-58/2015,APTO.JEREZ,SERVICIO DE MANTENIMIENTO DE VEHÍCULOS CONTRAINCENDIOS OSHKOSH STRIKER 6X6 EN EL AEROPUERTO DE JEREZ,2015-10-23,2019-05-01,36300.0,35755.5,PROCEDIMIENTO DE LICITACIÓN CON NEGOCIACIÓN,1.0,B081190381,RMS SL,0.0,1286.0,27.803654743390357,0.985
2015-09-22,RGS-177/2015,APTO.BURGOS,"SERVICIOS DE LIMPIEZA, MANTENIMIENTO ZONAS VERDES, INSTALACIONES ELECTROMECANICAS, MEDIA TENSION, BAJA TENSION Y BALIZAMIENTO EN EL AEROP DE BURGOS",2015-10-01,2019-03-30,106576.8,105756.42,PROCEDIMIENTO DE LICITACIÓN CON NEGOCIACIÓN,1.0,A048027056,ELECNOR SA,0.0,1276.0,82.88120689655172,0.9923024523160763
2015-09-21,TFS-221/2015,APTO.TENERIFE SUR,SERVICIO DE ASISTENCIA A PERSONAS CON MOVILIDAD REDUCIDA (PMR) EN EL AEROPUERTO DE TENERIFE SUR,2015-11-01,2018-05-01,,,PROCEDIMIENTO DE LICITACIÓN CON NEGOCIACIÓN,4.0,U087360483,UTE SACYR F-SACYR S,0.0,912.0,4654.148026315789,0.9445
2015-09-18,ACE-169/2015-2,APTO.CESAR MANR LANZAROTE,LIMPIEZA EXTERIOR LADO AIRE Y RECOGIDA - GESTIÓN DE RESIDUOS DEL AEROPUERTO DE LANZAROTE,2015-10-01,2019-02-07,132951.78,132951.78,PROCEDIMIENTO DE LICITACIÓN CON NEGOCIACIÓN,1.0,A035009620,MARTINEZ CANO CANARIAS SA,0.0,1225.0,108.53206530612245,1.0
2015-09-18,ACE-169/2015-1,APTO.CESAR MANR LANZAROTE,LIMPIEZA EXTERIOR LADO AIRE Y RECOGIDA - GESTIÓN DE RESIDUOS DEL AEROPUERTO DE LANZAROTE,2015-10-01,2019-02-07,64727.51,64727.51,PROCEDIMIENTO DE LICITACIÓN CON NEGOCIACIÓN,1.0,A035009620,MARTINEZ CANO CANARIAS SA,0.0,1225.0,52.838783673469386,1.0
2015-09-17,DIC-243/2015,D.GRAL.COM E INMOBILIARIA,"DISEÑO,PROYECTO Y EJECUCIÓN DE CAMPAÑAS DE COMUNICACIÓN COMERCIAL Y SEGMENTADAS EN VARIOS AEROP. DE AENA",2015-09-17,2019-05-31,,,PROCEDIMIENTO ABIERTO VARIOS CRITERIOS,3.0,B028166957,VML YOUNG & RUBICAM SL,0.0,1352.0,3570.931952662722,0.9975
2015-09-17,MJV-208/2015,APTO.MURCIA-SAN JAVIER,SERVICIO DE LIMPIEZA Y GESTIÓN DE CARROS PORTAEQUIPAJES EN EL AEROPUERTO DE MURCIA- SAN JAVIER,2015-11-01,2018-04-30,350900.0,349145.5,PROCEDIMIENTO DE LICITACIÓN CON NEGOCIACIÓN,1.0,U087369302,UTE GESTAER SL-AUDECA SLU,0.0,911.0,383.255214050494,0.995
2015-09-10,PMI-142/2015,APTO.PALMA DE MALLORCA,SERVICIO CONTROL DE FAUNA EN EL AEROPUERTO DE PALMA DE MALLORCA,2015-11-01,2018-05-01,166254.0,118639.41,PROCEDIMIENTO DE LICITACIÓN CON NEGOCIACIÓN,5.0,078194043T,SALOM SERRA JOSE,0.0,912.0,130.08707236842105,0.7136033418744813
2015-09-10,DCP-128/2015,DIR COMUNICACION,DISEÑO DE STANDS PARA EL SERVICIO DE INFORMACIÓN AL PASAJERO Y SERV. DE ATENCIÓN A PERSONAS DE MOVILIDAD REDUCIDA EN LAS TERMINALES DE LOS AA DE AENA,2015-09-10,2020-04-01,108900.0,74778.0,PROCEDIMIENTO DE LICITACIÓN CON NEGOCIACIÓN,5.0,B078159704,GABINET TEC ECHEVERRIA SL,0.0,1665.0,44.91171171171171,0.6866666666666666
2015-09-09,ACE-170/2015,APTO.CESAR MANR LANZAROTE,SERVICIO DE MANTENIMIENTO DEL SISTEMA DE CLIMATIZACIÓN EN EL AEROPUERTO DE LANZAROTE,2015-10-01,2019-03-30,159314.44,156755.0,PROCEDIMIENTO DE LICITACIÓN CON NEGOCIACIÓN,3.0,B084730134,AUDITEL ING. SERV. S.L.,0.0,1276.0,122.8487460815047,0.983934664051796
2015-09-08,ALC-94/2015,APTO.ALICANTE-ELCHE,REFUERZO DE BARANDILLAS Y CERRAJERÍA EXTERIOR,2015-09-21,2017-10-11,79925.12,79242.9,PROCEDIMIENTO DE LICITACIÓN CON NEGOCIACIÓN,2.0,A046015129,PAVASAL EMPRESA CONSTR SA,0.0,751.0,105.51651131824234,0.9914642605478728
2015-09-08,ZAZ-141/2015,APTO.ZARAGOZA,"""SERVICIO DE DESINFECCIÓN Y CONROL DE PLAGAS EN EL AEROPUERTO DE ZARAGOZA""",2015-09-08,2019-03-08,6655.0,6025.8,PROCEDIMIENTO DE LICITACIÓN CON NEGOCIACIÓN,2.0,B050351352,DESINFECCIONES DAYMAX S.L,0.0,1277.0,4.718715740015662,0.9054545454545455
2015-09-07,DIN-160/2015-1,APTO.PALMA DE MALLORCA,"ATRP SUSTITUCIÓN EQUIPAMIENTO PARKING ROTACIÓN, ABONADOS Y VIP.- AEROPUERTO DE PALMA DE MALLORCA",2015-10-07,2018-04-25,72237.0,36479.69,PROCEDIMIENTO DE LICITACIÓN CON NEGOCIACIÓN,7.0,B005225131,VIARIUM INGENIERIA SL,0.0,931.0,39.18334049409238,0.5050000692166065
2015-09-04,MAD-145/2015,APTO.A.SUAREZ MAD-BARAJAS,SERVICIO DE LIMPIEZA EN EL CENTRO DE CARGA AÉREA DEL AEROPUERTO ADOLFO SUÁREZ MADRID-BARAJAS,2015-10-29,2018-04-27,297432.47,262127.24,PROCEDIMIENTO DE LICITACIÓN CON NEGOCIACIÓN,3.0,A078066487,LICUAS SA,0.0,911.0,287.73571899012074,0.8813000140838693
2015-09-03,ECA-232/2015,DIR PLAN FINAN CTROL GEST,"SERVICIO PARA LA MEJORA DE LA EFICIENCIA EN EL SISTEMA DE CONTROL INTERNO DE LA INFORMACIÓN FINANCIERA DE AENA, S.A.",2015-10-03,2017-10-03,239580.0,203280.0,PROCEDIMIENTO DE LICITACIÓN CON NEGOCIACIÓN,3.0,B078970506,ERNST   YOUNG SL,0.0,731.0,278.08481532147744,0.8484848484848485
2015-09-03,DCG-159/2015,DIRECCIÓN DE CONTRATACIÓN,SERVICIO DE SUBASTA ELECTRÓNICA EN LOS PROCESOS DE CONTRATACIÓN DE AENA,2015-11-01,2018-01-01,108900.0,108900.0,PROCEDIMIENTO ABIERTO VARIOS CRITERIOS,4.0,0505141019,VORTAL COM ELECT CONS SA,0.0,792.0,137.5,1.0
2015-09-02,XRY-121/2015,APTO.JEREZ,SERVICIO DE LIMPIEZA Y CARRILLOS PORTAEQUIPAJES EN EL AEROPUERTO DE JEREZ,2015-09-15,2018-10-31,,,PROCEDIMIENTO DE LICITACIÓN CON NEGOCIACIÓN,,A083709873,SACYR FACILITIES SA,0.0,1142.0,904.9723467600701,0.9095999964794621
2015-09-01,MAD-25/2015,APTO.A.SUAREZ MAD-BARAJAS,SERVICIO MMTO DE APLICACIONES SOFTWARE Y SCADA´S Y PROGRAMACIÓN DE ELEMENTOS SISTEMA DE GESTIÓN DE INSTALACIONES APTO.ADOLFO SUAREZ MADRID-BARAJAS,2015-12-01,2019-05-30,641300.0,641300.0,PROCEDIMIENTO NEGOCIADO SIN PUBLICIDAD,1.0,B028154334,HONEYWELL SL,0.0,1276.0,502.58620689655174,1.0
2015-09-01,SPC-215/2015,APTO.LA PALMA,MANTENIMIENTO DE PASARELAS DE EMBARQUE EN EL AEROPUERTO DE LA PALMA,2015-09-01,2018-12-01,29130.75,28997.0,PROCEDIMIENTO DE LICITACIÓN CON NEGOCIACIÓN,1.0,A033490707,TK AIRPORT SOLUTIONS S.A.,0.0,1187.0,24.428812131423758,0.9954086317722681
2015-08-27,ALC-210/2015,APTO.ALICANTE-ELCHE,SERVICIO DE LIMPIEZA EN EL AEROPUERTO DE ALICANTE - ELCHE,2015-09-01,2018-11-01,,,PROCEDIMIENTO DE LICITACIÓN CON NEGOCIACIÓN,4.0,A027178789,OHL SERVICIOS INGESAN SA,0.0,1157.0,6004.421106309421,0.9335638271853792
2015-08-27,TFN-93/2015,APTO.TENERIFE NORTE,SERVICIO DE MANTENIMIENTO DE URBANIZACIÓN EN EL AEROPUERTO DE TENERIFE NORTE,2015-09-16,2018-03-27,87606.25,85921.0,PROCEDIMIENTO DE LICITACIÓN CON NEGOCIACIÓN,2.0,B038677142,SERVINJACA SL,0.0,923.0,93.08884073672806,0.980763358778626
2015-08-26,DCG-324/2015,DIRECCIÓN DE CONTRATACIÓN,SERVICIO DE CONSULTORÍA PARA LA DEFINICIÓN DE LA IMPLANTACIÓN DE LA CONTRATACIÓN PÚBLICA ELECTRÓNICA EN AENA,2015-09-01,2018-02-06,162624.0,81070.0,PROCEDIMIENTO DE LICITACIÓN CON NEGOCIACIÓN,3.0,A041414145,GUADALTEL SA,0.0,889.0,91.19235095613048,0.49851190476190477
2015-08-25,VIT-145/2015,APTO.VITORIA,SERVICIO DE MANTENIMIENTO DE GRUPOS ELECTRÓGENOS DEL AEROPUERTO DE VITORIA,2015-09-01,2018-09-01,30247.58,28290.8,PROCEDIMIENTO DE LICITACIÓN CON NEGOCIACIÓN,3.0,B095744744,BALRRIA SGP SL,0.0,1096.0,25.812773722627735,0.9353078824818382
2015-08-24,AGP-483/2014,APTO.MÁLAGA COSTA SOL,"SERVICIO DE INFORMACIÓN, ATENCIÓN AL PÚBLICO Y SALAS DE AUTORIDADES EN EL AEROPUERTO DE MÁLAGA - COSTA DEL SOL",2015-12-01,2018-05-30,,,PROCEDIMIENTO DE LICITACIÓN CON NEGOCIACIÓN,1.0,A061710687,GEST SERV TRADE CENT SA,0.0,911.0,1352.6710867178926,1.0
2015-08-24,ABC-212/2015,APTO.ALBACETE,SERVICIO DE MANTENIMIENTO DEL SISTEMA INTEGRAL DE CONTROL DE ACCESOS Y CCTV DE SEGURIDAD EN EL AEROPUERTO DE ALBACETE,2015-09-01,2019-03-01,7139.0,7139.0,PROCEDIMIENTO DE LICITACIÓN CON NEGOCIACIÓN,1.0,A020545984,IKUSI SIS SA,0.0,1277.0,5.590446358653093,1.0
2015-08-21,TFS-54/2015,APTO.TENERIFE SUR,""" SERVICIO DE MANTENIMIENTO, DESARROLLO Y FOMENTO DE LAS ZONAS VERDES Y AJARDINADAS DEL AEROPUERTO DE TENERIFE SUR""",2015-08-01,2019-01-28,251450.0,243914.8,PROCEDIMIENTO DE LICITACIÓN CON NEGOCIACIÓN,2.0,B038677142,SERVINJACA SL,0.0,1276.0,191.15579937304074,0.9700330085504076
2015-08-21,VIT-119/2015,APTO.VITORIA,SERVICIO DE MANTENIMIENTO DE LAS INSTALACIONES DE PROTECCION CONTRA INCENDIDOS DEL AEROPUERTO DE VITORIA,2015-11-01,2018-11-01,10285.0,6352.5,PROCEDIMIENTO DE LICITACIÓN CON NEGOCIACIÓN,1.0,A048178024,SERCOIN SIST DE SEGURI SA,0.0,1096.0,5.796076642335766,0.6176470588235294
2015-08-18,SEG-370/2015-1,VARIOS AEROPUERTOS,AEROPUERTOS ZONA CENTRO-NORTE. SUBLOTE 1,2015-08-18,2017-08-18,,,PROCEDIMIENTO NEGOCIADO SIN PUBLICIDAD,3.0,A028166007,TECOSA,0.0,731.0,11668.582065663475,0.8665243866375043
2015-08-18,SEG-370/2015-3,VARIOS AEROPUERTOS,AEROPUERTOS ZONA ESTE. SUBLOTE 1,2015-08-18,2017-08-18,,,PROCEDIMIENTO NEGOCIADO SIN PUBLICIDAD,3.0,U087297909,UTE ALA IN TEL-ALA IN SEG,0.0,731.0,9644.5292749658,0.8831529976643359
2015-08-18,SEG-370/2015-5,VARIOS AEROPUERTOS,AEROPUERTOS ZONA BALEAR-SUR. SUBLOTE 1,2015-08-18,2017-08-18,,,PROCEDIMIENTO NEGOCIADO SIN PUBLICIDAD,3.0,U087297974,UTE ALA IN TEL-ALA IN SEG,,731.0,8991.93952120383,0.8831576693952069
2015-08-18,SEG-370/2015-7,VARIOS AEROPUERTOS,AEROPUERTOS ZONA CANARIAS. SUBLOTE 1,2015-08-18,2017-08-18,,,PROCEDIMIENTO NEGOCIADO SIN PUBLICIDAD,3.0,A028166007,TECOSA,0.0,731.0,4870.627414500685,0.7800000004381495
2015-08-18,SEG-370/2015-2,VARIOS AEROPUERTOS,AEROPUERTOS ZONA CENTRO-NORTE. SUBLOTE 2.,2015-09-18,2018-05-18,,,PROCEDIMIENTO NEGOCIADO SIN PUBLICIDAD,3.0,A028166007,TECOSA,0.0,973.0,1685.6839054470709,0.8665243847642593
2015-08-18,SEG-370/2015-6,VARIOS AEROPUERTOS,AEROPUERTOS ZONA BALEAR-SUR. SUBLOTE 2,2015-09-18,2017-09-18,,,PROCEDIMIENTO NEGOCIADO SIN PUBLICIDAD,3.0,U087297974,UTE ALA IN TEL-ALA IN SEG,,731.0,1386.787633378933,0.8831576695581768
2015-08-18,SEG-370/2015-4,VARIOS AEROPUERTOS,AEROPUERTOS ZONA ESTE. SUBLOTE 2,2015-09-18,2017-09-18,,,PROCEDIMIENTO NEGOCIADO SIN PUBLICIDAD,3.0,U087297909,UTE ALA IN TEL-ALA IN SEG,0.0,731.0,1172.7356634746923,0.8831529972553093
2015-08-18,SEG-370/2015-8,VARIOS AEROPUERTOS,AEROPUERTOS ZONA CANARIAS. SUBLOTE 2,2015-09-18,2018-05-18,624607.15,487193.58,PROCEDIMIENTO NEGOCIADO SIN PUBLICIDAD,3.0,A028166007,TECOSA,0.0,973.0,500.7128263103803,0.780000004803019
2015-08-17,LCG-148/2015,APTO.A CORUÑA,SERVICIO DE MANTENIMIENTO DE ZONAS PAVIMENTADAS Y NO PAVIMENTADAS EN EL AEROPUERTO DE A CORUÑA,2015-08-17,2019-02-14,47749.02,44240.02,PROCEDIMIENTO DE LICITACIÓN CON NEGOCIACIÓN,3.0,B015643257,FORESTAL DE PAZOS SL,0.0,1277.0,34.64371182458888,0.9265115807612386
2015-08-17,TFN-33/2015,APTO.TENERIFE NORTE,"MANTENIMIENTO DE APARATOS ELEVADORES, ESCALERAS MECÁNICAS Y ANDENES MÓVILES DEL AEROPUERTO TENERIFE NORTE",2015-09-01,2019-03-17,36735.52,23310.38,PROCEDIMIENTO DE LICITACIÓN CON NEGOCIACIÓN,4.0,A050001726,SCHINDLER SA,0.0,1293.0,18.028136117556073,0.6345460742082868
2015-08-14,DRH-498/2014,ORGANIZ.RECURSOS HUMANOS,FORMACIÓN EN IDIOMAS,2015-10-02,2017-09-18,108912.1,79048.39,PROCEDIMIENTO ABIERTO VARIOS CRITERIOS,2.0,A053866299,INS SUP EST EMP CAMBRI SA,0.0,717.0,110.24880055788006,0.7257998881666958
2015-08-12,VLC-105/2015,APTO.VALENCIA,SERVICIO DE CONTROL DE FAUNA EN EL AEROPUERTO DE VALENCIA,2015-10-01,2019-02-28,115434.0,97889.0,PROCEDIMIENTO DE LICITACIÓN CON NEGOCIACIÓN,3.0,G057068603,FUNDACION NATURA PARC,0.0,1246.0,78.56260032102729,0.8480083857442348
2015-08-12,DEA-291/2014-3,DIR.OPERACION Y RED APTOS,PRESTACIÓN A TERCEROS SERVICIOS DE ASISTENCIA EN TIERRA EN LAS CATEGORIAS DE SERVICIOS DE RAMPA EN EL AEROPUERTO DE MÁLAGA-COSTA DEL SOL,2015-09-12,2022-09-12,1.21,1.21,PROCEDIMIENTO DE LICITACIÓN CON NEGOCIACIÓN,1.0,A087306817,AVIAPARTNER MALAGA HND SA,0.0,2557.0,0.0004732107938991005,1.0
2015-08-12,DEA-295/2014-2,DIR.OPERACION Y RED APTOS,PRESTACIÓN A TERCEROS SERVICIOS DE ASISTENCIA EN TIERRA EN LAS CATEGORIAS DE SERVICIOS DE RAMPA EN EL AEROPUERTO DE GIRONA,2015-09-12,2022-09-12,1.21,1.21,PROCEDIMIENTO DE LICITACIÓN CON NEGOCIACIÓN,1.0,A087307393,AVIAPARTNER GIRONA SA,0.0,2557.0,0.0004732107938991005,1.0
2015-08-12,DEA-296/2014-2,DIR.OPERACION Y RED APTOS,PRESTACIÓN A TERCEROS SERVICIOS DE ASISTENCIA EN TIERRA EN LAS CATEGORIAS DE SERVICIOS DE RAMPA EN EL AEROPUERTO DE FUERTEVENTURA,2015-09-12,2022-09-12,1.21,1.21,PROCEDIMIENTO DE LICITACIÓN CON NEGOCIACIÓN,1.0,A087307435,AVIAPARTNER FUERTEVENTURA,0.0,2557.0,0.0004732107938991005,1.0
